1,11:10:04.025,99.001415454,1.65002359090000000000
2,11:12:37.848,112.119870812,1.86866451353333333333
3,11:15:25.723,105.101864596,1.75169774326666666666
4,11:18:03.897,236.585444016,3.94309073360000000000
5,11:22:54.649,105.411658740,1.75686097900000000000
6,11:25:34.488,119.385858692,1.98976431153333333333
7,11:28:28.184,73.656030242,1.22760050403333333333
8,11:30:38.268,72.756755216,1.21261258693333333333
9,11:32:47.065,72.860607036,1.21434345060000000000
10,11:34:57.656,78.198989525,1.30331649208333333333
