1,16:19:13.210,2132.227367793,35.53712279655000000000
2,16:56:10.984,2061.689658574,34.36149430956666666666
3,17:31:45.269,2052.486065838,34.20810109730000000000
4,18:07:07.821,2028.732004710,33.81220007850000000000
5,18:42:08.277,2019.992264699,33.66653774498333333333
6,19:16:59.934,2334.911497246,38.91519162076666666666
7,19:57:07.407,2503.327244158,41.72212073596666666666
8,20:40:00.397,2721.941695647,45.36569492745000000000
9,21:26:35.455,2430.214715906,40.50357859843333333333
10,22:08:15.771,2650.677334769,44.17795557948333333333
