1,22:03:53.427,3.0,11.332950,2282972
2,22:03:53.596,1.5,11.333506,2283084
3,22:03:53.764,1.6,11.335114,2283408
4,22:03:53.932,3.2,11.329594,2282296
5,22:03:54.100,4.5,11.332394,2282884
6,22:03:54.268,0.0,11.328403,2281836
7,22:03:54.437,3.2,11.329574,2282292
8,22:03:54.605,1.6,11.330428,2282732
9,22:03:54.774,4.5,11.327529,2282148
10,22:03:54.947,7.5,11.330230,2282668
11,22:03:55.119,3.1,11.332394,2282860
12,22:03:55.289,4.5,11.333446,2282852
13,22:03:55.463,3.2,11.329694,2282316
14,22:03:55.638,3.1,11.328125,2282016
15,22:03:55.811,3.1,11.330408,2282460
16,22:03:55.987,4.5,11.331759,2282976
17,22:03:56.161,3.2,11.333585,2283100
18,22:03:56.337,9.1,11.332831,2282948
19,22:03:56.509,6.0,11.336206,2283652
20,22:03:56.683,1.5,11.333883,2282940
21,22:03:56.857,0.0,11.331997,2282820
22,22:03:57.029,6.2,11.333883,2283160
23,22:03:57.200,3.1,11.334677,2283100
24,22:03:57.378,4.5,11.332771,2282936
25,22:03:57.553,3.1,11.332037,2282788
26,22:03:57.725,3.0,11.332652,2282912
27,22:03:57.901,4.4,11.334816,2283348
28,22:03:58.077,3.1,11.333645,2283372
29,22:03:58.251,6.0,11.334161,2282996
30,22:03:58.424,4.6,11.331917,2282764
31,22:03:58.599,2.9,11.330726,2282524
32,22:03:58.774,3.1,11.333208,2282804
33,22:03:58.949,3.1,11.330905,2282340
34,22:03:59.122,1.5,11.330726,2282904
35,22:03:59.297,3.1,11.333049,2282992
36,22:03:59.470,4.7,11.333069,2282996
37,22:03:59.641,6.0,11.334777,2283340
38,22:03:59.815,4.5,11.336683,2283504
39,22:03:59.991,3.1,11.334936,2283152
40,22:04:00.165,3.2,11.333963,2282956
41,22:04:00.334,3.1,11.333724,2283396
42,22:04:00.509,3.0,11.331639,2282968
43,22:04:00.685,6.2,11.332056,2282572
44,22:04:00.859,4.5,11.332056,2282572
45,22:04:01.032,3.1,11.330805,2282540
46,22:04:01.206,4.4,11.330845,2282376
47,22:04:01.382,4.8,11.330071,2282684
48,22:04:01.551,3.0,11.328740,2281988
49,22:04:01.726,1.5,11.329872,2282352
50,22:04:01.903,3.2,11.327589,2282168
51,22:04:02.072,6.1,11.328145,2282248
52,22:04:02.246,3.0,11.332056,2282792
53,22:04:02.422,3.1,11.331004,2282840
